,URL,title,text_leicht
21,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-21072023,nils3470.html",Mecklenburg-Vorpommern: Feuer in der Nähe vom Haupt·bahnhof ,In Schwerin ist ein Feuer.Schwerin ist die Haupt·stadt von Mecklenburg-Vorpommern.Das Feuer ist im Eisenbahn·museum.In einem Museum können Menschen besondere Dinge sehen.Diese Dinge sind oft sehr alt.Und diese Dinge sind oft sehr wertvoll.Das Eisenbahn·museum ist in der Nähe vom Schweriner Haupt·bahnhof.Die Feuerwehr hat gesagt:Das Feuer ist sehr groß.Und bei dem Feuer ist viel Rauch.Der Rauch zieht zum Beispiel auch zum Haupt·bahnhof.Deshalb müssen alle Menschen den Haupt·bahnhof verlassen.Die Menschen sollen den Rauch nämlich nicht einatmen.Von dem Rauch können die Menschen nämlich krank werden.Jetzt ist der Schweriner Haupt·bahnhof gesperrt.Deshalb fahren im Moment keine Züge nach Schwerin.Oder durch Schwerin.Noch weiß kein Mensch:Wann können wieder Menschen in den Haupt·bahnhof gehen?Und wann können wieder Züge fahren?Und noch weiß kein Mensch:Warum ist das Feuer im Eisenbahn·museum ausgebrochen?
22,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-20072023,nils3468.html",Hamburg: Frau angeschossen,In Dulsberg wurde eine Frau angeschossen.Dulsberg ist ein Stadtteil von Hamburg.Die Polizei hat gesagt:Am Mittwoch-abend wurde der Rettungs·dienst zu einer Wohnung gerufen.Der Rettungs·dienst hat dort eine schwer verletzte Frau gefunden.Die Frau hatte eine Schuss·wunde am Kopf.Der Rettungs·dienst hat die Frau in ein Krankenhaus gebracht.Die Frau ist in Lebensgefahr.Das heißt:Die Frau ist schwer verletzt.Und niemand weiß:Überlebt die Frau?Die Polizei hat den Freund von der Frau festgenommen.Jetzt ermittelt die Polizei:Hat der Freund die Frau angeschossen?
23,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-20072023,nils3468.html",Schleswig-Holstein: Kostenlose Sonnen·creme ,Die Sommer in Deutschland werden immer wärmer.Und die Sonne scheint sehr viel.Von der Sonne können Menschen einen Sonnen·brand bekommen.Bei einem Sonnen·brand wird die Haut rot.Und ein Sonnenbrand kann wehtun.Ein Mensch hat sehr oft Sonnen·brand?Dann kann dieser Mensch vielleicht Haut·krebs bekommen.Haut·krebs ist eine schwere Krankheit.Sonnen·creme schützt die Haut vor einem Sonnenbrand.In Norderstedt können die Menschen jetzt kostenlos Sonnen·creme bekommen.Norderstedt ist eine Stadt nördlich von Hamburg.In Norderstedt wurden nämlich 10 Spender mit Sonnen·creme aufgestellt.Alle Menschen können sich dort Sonnen·creme nehmen.Auch in anderen Städten fordern Politiker:Wir brauchen auch Spender für kostenlose Sonnen·creme.Zum Beispiel in Eimsbüttel.Eimsbüttel ist ein Stadt·teil von Hamburg.Diese Politiker sind von der SPD.SPD ist die Abkürzung für Sozial·demokratische Partei Deutschlands.
24,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-19072023,nils3466.html",Hamburg: Bekannter Schauspieler gestorben,Christian Quadflieg ist tot.Er war ein bekannter Schauspieler im deutschen Fernsehen.Und er war besonders bekannt aus der Serie Der Landarzt.Der Landarzt war eine Serie im ZDF.ZDF ist die Abkürzung für Zweites Deutsches Fernsehen.Christian Quadflieg hat aber auch sehr viel Theater gespielt.Zum Beispiel in Hamburg.In Berlin.Oder in Wien.Und er hat viele Lesungen gemacht.Christian Quadflieg hat in Hamburg gelebt.Und er war schon lange krank.Am Sonntag ist er mit 78 Jahren gestorben.
25,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-19072023,nils3466.html",-------------------------------------------------------------------------------------------------,
26,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-19072023,nils3466.html",Niedersachsen: Festival beginnt,In der Nähe von Cuxhaven beginnt am Donnerstag ein großes Musik·festival.Cuxhaven ist eine Stadt an der Nord·see.Dieses Festival heißt: Deichbrand Festival.Es dauert 4 Tage.Und es endet am 23. Juli.Bei dem Festival sind viele bekannte Musiker.Die meisten Musiker kommen aus Deutschland.Zum Beispiel Jan Delay aus Hamburg.Und Marteria aus Berlin.Die Musiker spielen Musik aus verschiedenen Musik·richtungen.Zum Beispiel Rap.Oder Rock.Bei dem Festival sind immer viele Besucher.Dieses Jahr erwarten die Veranstalter 60.000 Besucher.Das Deichbrand Festival gibt es seit 2005.
27,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-18072023,nils3464.html",Schleswig-Holstein: Feuer sorgt für Zug·ausfälle,In Elmshorn war ein Feuer.Bei dem Feuer haben Garten·lauben gebrannt.Die Garten·lauben sind an einer Bahn·strecke.Deshalb sind viele Züge ausgefallen.Die Feuer·wehr hat das Feuer gelöscht.Dabei hat die Feuer·wehr ein Kabel an der Bahn·strecke beschädigt.Deshalb hat die Bahn die Strecke zwischen Elmshorn und Neumünster gesperrt.Und deshalb konnten zum Beispiel keine Züge zwischen Hamburg und Kiel fahren.Jetzt hat die Bahn das Kabel repariert.Und die Züge können wieder fahren.
28,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-18072023,nils3464.html",Hamburg: Bombe entschärft,In Hamburg haben Fach·leute eine Bombe entschärft.Die Bombe war aus dem 2. Weltkrieg.Sie war im Stadt·teil Sternschanze.Die Fach·leute haben die Bombe am frühen Morgen entschärft.Das heißt:Die Fach∙leute haben die Bombe ungefährlich gemacht.Die Fach·leute haben dafür 13 Stunden gebraucht.Die Entschärfung war nämlich sehr schwierig.Für die Entschärfung mussten 5000 Menschen das Gebiet um die Bombe verlassen.Straßen wurden gesperrt.Und es durften keine S-Bahnen in dem Gebiet fahren.Und nach der Entschärfung durften die Menschen wieder zurück.
29,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-17072023,nils3462.html",Schleswig-Holstein: Mann stirbt bei Unfall,In der Nacht zum Montag war ein Unfall.Der Unfall war in der Nähe von Karolinenkoog.Karolinenkoog ist eine Gemeinde nördlich von Dithmarschen.Der Unfall war mit einem Auto.Bei dem Unfall ist der Fahrer von dem Auto gestorben.Und 2 Menschen wurden schwer verletzt.Der Mann war 52 Jahre alt.Er ist mit seinem Auto vor der Polizei geflüchtet.Die Polizei sagt:Wir wollten den Mann anhalten.Der Mann hat nämlich ein anderes Auto angefahren.Und der Mann ist viel zu schnell gefahren.Der Mann wollte aber nicht anhalten.Und er ist mit seinem Auto weitergefahren.Deshalb haben wir den Mann verfolgt.Auf der Bundesstraße 5 ist das Auto von dem Mann dann mit einem Rettungswagen zusammengestoßen.Der Mann ist bei dem Unfall gestorben.Und 2 Männer in dem Rettungswagen wurden schwer verletzt.Sie wurden in ein Krankenhaus gebracht.Die Polizei weiß noch nicht:Warum ist der Mann geflüchtet?
30,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-17072023,nils3462.html",Hamburg: Frau stirbt bei Feuer,In der Nacht zum Montag war ein großes Feuer.Das Feuer war in Harburg.Harburg ist ein Stadtteil im Süden von Hamburg.Und das Feuer war in einer Wohnung von einem Mehr·familien·haus.In der Wohnung hat eine Frau gelebt.Diese Frau ist bei dem Feuer gestorben.Sie war 79 Jahre alt.Und sie war krank.5 Menschen wurden in ein Krankenhaus gebracht.Diese Menschen haben nämlich zu viel Rauch eingeatmet.Jetzt will die Polizei wissen:Warum hat die Wohnung gebrannt?
31,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-17072023,nils3462.html",-------------------------------------------------------------------------------------------------,
32,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-14072023,nils3460.html",Schleswig-Holstein: Große Firma schließt,In Elmshorn schließt eine große Firma.Elmshorn ist eine Stadt nord·westlich von Hamburg.Diese Firma ist Autoliv.Sie produziert zum Beispiel Sicherheits·gurte für Autos.Die Firma ist aus Schweden.Ein Sprecher von der Firma hat gesagt:2025 schließen wir unseren Stand·ort in Elmshorn.Wir ziehen mit der Firma nach Bayern um.500 Mit·arbeiter verlieren dann ihren Arbeits·platz.
33,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-14072023,nils3460.html",Sommer·ferien: Staus in Nord·deutschland,In fast allen Bundes·ländern sind jetzt Sommer·ferien.In den Ferien machen viele Menschen eine Reise.Und viele von diesen Menschen machen diese Reise mit dem Auto.Zum Beispiel an die Nord·see.Oder an die Ost·see.Deshalb sind viele Straßen sehr voll.Deshalb sind am Wochen·ende viele Staus in Nord·deutschland.Zum Beispiel auf der Auto·bahn 1.Oder auf der Auto·bahn 7.
34,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-14072023,nils3460.html",-------------------------------------------------------------------------------------------------,
35,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-13072023,nils3458.html",Schleswig-Holstein: Heide Simonis gestorben,Heide Simonis ist tot.Heide Simonis war eine Politikerin von der SPD.SPD ist die Abkürzung für Sozial·demokratische Partei Deutschlands.Von 1993 bis 2005 war Heide Simonis die Minister·präsidentin von Schleswig-Holstein.Eine Minister·präsidentin ist die Chefin von einem Bundes·land.Und Heide Simonis war die erste Minister·präsidentin in Deutschland.Heide Simonis war lange krank.Am Mittwoch ist sie mit 80 Jahren gestorben.Viele Menschen sind traurig über den Tod von Heide Simonis.Zum Beispiel Daniel Günther.Daniel Günther ist der Minister·präsident von Schleswig-Holstein.Er hat gesagt:Heide Simonis war eine tolle Frau.Und eine tolle Politikerin.Sie war ein Vorbild für viele Menschen.
36,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-13072023,nils3458.html",Mecklenburg-Vorpommern: Festival hat begonnen,In Neustadt-Glewe hat ein besonderes Festival begonnen.Neustadt-Glewe ist eine Stadt im Süd·westen von Mecklenburg-Vorpommern.Dieses Festival ist ein Elektro-Festival.Bei einem Elektro-Festival machen Musiker elektronische Musik.Das Festival heißt Airbeat One.Es dauert 4 Tage.Und es endet am 16. Juli.Bei dem Festival sind viele bekannte Musiker.Zum Beispiel Paul Kalkbrenner.Und die Band Scooter.Und bei dem Festival sind immer viele Besucher.In diesem Jahr erwarten die Veranstalter 65.000 Besucher am Tag.
37,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Mehr-Nachrichten-vom-13072023,nils3458.html",Niedersachsen: Mann bei Messer·angriff verletzt,In Tostedt war ein Streit.Tostedt ist ein Ort zwischen Hamburg und Bremen.Bei diesem Streit wurde ein Mann schwer verletzt.Die Polizei hat gesagt:Vor einem Super·markt hat der Mann sich mit 2 Brüdern gestritten.Dann haben die 2 Brüder den Mann mit Messern angegriffen.Sie haben den Mann schwer verletzt.Der Mann wurde mit einem Hubschrauber in ein Krankenhaus gebracht.Jetzt ermittelt die Polizei gegen die 2 Brüder.Die Polizei will zum Beispiel wissen:Warum haben sich die 2 Brüder mit dem Mann gestritten?
