,URL,Titel,Text_Leicht
81,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Nachrichten-in-Leichter-Sprache,nachrichtenleichtesprache100.html",Nachrichten in Leichter Sprache,  Fach·leute haben einen besonderen Auto·frachter sicher in einen Hafen gebracht. Auf diesem Frachter war ein Feuer. Jetzt untersuchen Fach·leute den Frachter. mehr Seit einigen Tagen ist ein besonderer Frachter auf der Nordsee. Auf diesem Frachter war ein Feuer. Lange war nicht klar: Sinkt der Frachter? Jetzt holen Fach·leute den Frachter aus der Nordsee. mehr In Wacken hat heute ein großes Musik·festival begonnen. Aber in den vergangenen Tagen hat es viel geregnet. Jetzt hat der Veranstalter gesagt: Kein Mensch darf mehr nach Wacken kommen. mehr In Wacken beginnt am Mittwoch ein großes Musik·festival. Viele Menschen sind am Montag und am Dienstag schon angereist. Aber die Camping·plätze sind sehr nass von dem Regen. Deshalb können die Menschen nicht auf die Camping·plätze fahren. mehr Alexander Zverev hat ein wichtiges Tennis·turnier gewonnen. Dieses Tennis·turnier war in Hamburg. mehr In Kiel war heute eine besondere Trauer·feier. Die Trauer·feier war für Heide Simonis. Sie war früher die Minister·präsidentin von Schleswig-Holstein. Und sie ist vor 2 Wochen gestorben. mehr Hier finden Sie alle Nachrichten in Leichter Sprache. Diese Nachrichten sind aus den vergangenen Wochen. mehr Hier finden Sie alle Nachrichten zum Corona-Virus. Diese Nachrichten sind in Leichter Sprache. Und diese Nachrichten sind aus den vergangenen Monaten. mehr Wegen der Corona-Krise benutzen die Menschen viele besondere Wörter. Zum Beispiel: Ausgangs·sperre. Covid-19. Oder Pandemie. Hier erklären wir diese Wörter. mehr Leichte Sprache hat besondere Regeln. Wir wollen Ihnen diese Regeln erklären. mehr Sie verstehen ein Wort nicht? Hier haben wir viele Wörter in Leichter Sprache erklärt. mehr Bis Ende 2017 hat der NDR jede Woche einen Nachrichten·rückblick in Leichter Sprache gemacht. mehr Der NDR macht Nachrichten in Leichter Sprache. Diese Nachrichten sind aus Nord·deutschland. Hier können Sie diese Nachrichten lesen. Und hören. mehr Barrierefreie Angebote ermöglichen Menschen mit Behinderung die Teilhabe am audiovisuellen Angebot des NDR. mehr
82,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Viele-Demonstrationen-am-1-Mai,maidemo396.html",Viele Demonstrationen am 1. Mai,  In vielen Städten in Deutschland waren Demonstrationen. Bei einer Demonstration gehen viele Menschen gemeinsam durch die Stadt. Diese Menschen sind mit etwas nicht einverstanden. Deshalb rufen die Menschen laut ihre Meinung. Die Demonstrationen waren am 1. Mai. Und bei den Demonstrationen waren sehr viele Menschen. Auch in vielen Städten in Nord·deutschland waren Demonstrationen. Zum Beispiel: • In Kiel. • In Hannover. • Oder in Hamburg.  Manche von diesen Demonstrationen waren von den Gewerkschaften. Eine Gewerkschaft hilft Mitarbeitern zum Beispiel bei einem Streit mit der Firma. Eine Gewerkschaft sagt zum Beispiel: Die Arbeiter sollen mehr Geld bekommen. Bei den Demonstrationen haben die Gewerkschaften zum Beispiel gesagt: Viele Menschen bekommen für ihre Arbeit zu wenig Geld. Das ist nicht gerecht. Deshalb fordern wir: Jeder Mensch muss gerecht behandelt werden. Und jeder Mensch muss für seine Arbeit gerecht bezahlt werden. In Hamburg waren bei diesen Demonstrationen 8000 Menschen. Einige Demonstrationen waren nicht von den Gewerkschaften. In Hamburg waren bei diesen Demonstrationen 5000 Menschen. Die Menschen sind nicht mit der Politik in Deutschland einverstanden. Diese Menschen wollen zum Beispiel: Reiche Menschen sollen armen Menschen etwas von ihrem Geld abgeben. Früher waren bei diesen Demonstrationen oft Krawalle. Bei Krawallen machen Menschen zum Beispiel mit Absicht Feuer. Oder die Menschen machen Fenster·scheiben kaputt. Und bei Krawallen gibt es oft Verletzte. Deshalb waren 1500 Polizisten in Hamburg im Einsatz. Die Polizei hat gesagt: Dieses Jahr waren keine großen Krawalle. Aber wir mussten ein paar Demonstrationen stoppen. Bei diesen Demonstrationen haben einige Menschen ihr Gesicht vermummt. Das bedeutet: Wir konnten die Gesichter der Menschen nicht sehen. Das ist nicht erlaubt.  Bei einer Demonstration wurde ein Mann schwer verletzt. Die Demonstration war am U-Bahnhof Schlump. Der U-Bahnhof Schlump ist im Hamburger Stadt·teil Eimsbüttel. Der Mann wurde in ein Krankenhaus gebracht.  Der 1. Mai Die Gewerkschaften machen jedes Jahr Demonstrationen am 1. Mai. Der 1. Mai ist ein Feier·tag. An einem Feier·tag müssen die meisten Menschen nicht arbeiten. Der 1. Mai heißt: Tag der Arbeit. Und der 1. Mai ist ein Gedenk·tag. Sie möchten mehr über den 1. Mai wissen? Dann klicken Sie hier. 
83,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Autobahn-in-Hamburg-fuer-55-Stunden-gesperrt,vollsperrung296.html",Auto·bahn in Hamburg für 55 Stunden gesperrt,  Ab heute Abend um 22 Uhr ist ein Teil der A7 gesperrt. A7 ist die Abkürzung für Auto·bahn 7. Die Sperrung ist wegen Bau·arbeiten am Elb·tunnel. Der Elb·tunnel ist ein Tunnel unter der Elbe. Die Elbe ist ein Fluss in Hamburg. Sehr viele Autos fahren jeden Tag durch den Elb·tunnel. Die Sperrung ist auf beiden Seiten der Auto·bahn. Und die Sperrung ist zwischen Hamburg-Heimfeld und Hamburg-Volkspark. Hamburg-Heimfeld ist südlich der Elbe. Hamburg-Volkspark ist nördlich der Elbe. Die Sperrung dauert 55 Stunden.  Umleitungen Bis Montag·morgen um 5 Uhr müssen die Auto·fahrer Umleitungen nutzen. Eine Umleitung führt zum Beispiel über die Auto·bahnen 1 oder 21. Oder Sie können über die B205 fahren. B205 ist die Abkürzung für Bundes·straße 205. Es gibt noch viele weitere Umleitungen. Sie fahren am Wochen·ende mit dem Auto? Dann informieren Sie sich über diese Umleitungen. Weitere Informationen finden Sie zum Beispiel hier. Diese Informationen sind aber nicht mehr in Leichter Sprache. 
84,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Umfrage-vor-Wahl-in-Schleswig-Holstein,wahlumfrage1020.html",Umfrage vor Wahl in Schleswig-Holstein,  2022 war in Schleswig-Holstein eine Landtags·wahl. Ein Landtag ist das Parlament von einem Bundesland. Jetzt wollten Fach·leute wissen: Wie zufrieden sind die Menschen mit der neuen Regierung? Deshalb haben die Fach·leute eine Umfrage gemacht. Bei dieser Umfrage haben die Fach·leute zum Beispiel gefragt: Stellen Sie sich vor: Schon an diesem Sonntag ist die Landtags·wahl. Wen wählen Sie dann?  Bei der Landtags·wahl 2022 haben die meisten Menschen die CDU gewählt. CDU ist die Abkürzung für Christlich Demokratische Union Deutschlands. Jetzt hat die Umfrage gezeigt: Die meisten Menschen wollen wieder die CDU wählen. Aber viel weniger als bei der Wahl 2022.  Das Ergebnis von der Umfrage ist: Die CDU wollen 38 Prozent der befragten Menschen wählen. Die Grünen wollen 17 Prozent der Menschen wählen. Das sind weniger Menschen als bei der Wahl 2022. Und die SPD wollen 15 Prozent der Menschen wählen. SPD ist die Abkürzung für Sozial·demokratische Partei Deutschlands. Auch das sind weniger Menschen als bei der Wahl 2022.  Die FDP wollen mehr Menschen wählen als bei der Wahl 2022. FDP ist die Abkürzung für Freie Demokratische Partei. Und auch die AfD. Diese beiden Parteien wollen 8 Prozent der Menschen wählen. Den SSW wollen 7 Prozent der Menschen wählen. SSW ist die Abkürzung für Süd·schleswigscher Wähler·verband. Das sind mehr Menschen als bei der Wahl 2022.  Bald ist wieder eine Wahl in Schleswig-Holstein. Diese Wahl ist am 14. Mai. Und diese Wahl ist die Kommunal·wahl. Das heißt: Diese Wahl ist in den Kommunen von Schleswig-Holstein. Eine Kommune ist zum Beispiel eine Gemeinde. Oder eine Stadt. Oder ein Land·kreis. Sie möchten mehr über die Kommunal·wahl wissen? Dann klicken Sie hier.  Deshalb haben die Fach·leute bei der Umfrage auch gefragt: Wie sehr interessieren sich die Menschen für die Kommunal·wahl? Ungefähr 66 Prozent der Menschen haben gesagt: Ich interessiere mich sehr für die Kommunal·wahl. Die Fach·leute haben auch gefragt: Welche Probleme müssen die Parteien nach der Kommunal·wahl schnell lösen? Die meisten Menschen haben gesagt: Ein großes Problem ist der Verkehr. Wir brauchen zum Beispiel mehr Busse und Bahnen. Und ein anderes Problem sind die Mieten. Die Mieten für Wohnungen werden nämlich immer teurer.  Sie wollen mehr zu der Umfrage wissen? Dann klicken Sie hier. Diese Informationen sind aber nicht in Leichter Sprache.  
85,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Schiff-hat-grosses-Loch,schiffsunfall182.html",Schiff hat großes Loch,  Im Hafen von Emden ist ein großes Schiff angekommen. Emden ist eine Stadt im Nord·westen von Niedersachsen. Und Emden ist an der Ems. Die Ems ist ein großer Fluss. Bei Emden fließt die Ems in die Nord·see. Das Schiff ist ein Frachter. Ein Frachter transportiert zum Beispiel Getreide. Oder andere Waren. Waren sind zum Beispiel Kleidung. Oder Lebensmittel. Die Menschen im Hafen von Emden haben sich sehr gewundert. Der Frachter hat nämlich ein sehr großes Loch. Die Polizei hat gesagt: Das Loch ist so groß wie ein Scheunen·tor.  Schiff hatte wohl einen Unfall Zuerst wusste kein Mensch: Warum hat das Schiff so ein großes Loch? Der Kapitän wollte nämlich nicht mit der Polizei reden. Deshalb hat die Polizei zuerst gedacht: Vielleicht ist das Schiff mit einem anderen Schiff zusammen·gestoßen? Aber es hat sich kein anderes Schiff bei der Polizei gemeldet. Deshalb hat die Polizei den Fahrt·weg von dem Schiff kontrolliert. Auf jedem Schiff sind nämlich besondere Geräte. Mit diesen Geräten wird der Fahrt·weg von einem Schiff aufgezeichnet. Dann hat die Polizei gesagt: Das Schiff ist aus Stettin gekommen. Stettin ist in Polen. Und das Schiff war auf dem Weg nach Antwerpen. Antwerpen ist eine Stadt in Belgien. In der Nord·see war das Schiff sehr nah an einem Wind·park. In einem Wind·park stehen viele Wind·kraft·anlagen. Eine Wind·kraft·anlage ist ein hoher Turm. Auf diesem Turm ist ein großes Wind∙rad. Das Wind∙rad dreht sich im Wind. So macht das Wind∙rad Strom.  Fach·leute haben die Wind·kraft·anlagen in dem Wind·park kontrolliert. Danach haben die Fach·leute gesagt: Eine Wind·kraft·anlage ist beschädigt. Jetzt glaubt die Polizei: Der Schiffs·computer hat das Schiff gesteuert. Dabei ist wahrscheinlich ein Fehler passiert. Deshalb ist das Schiff vom Kurs abgekommen. Und deshalb ist das Schiff gegen die Wind·kraft·anlage gefahren. Jetzt wollen Fach·leute untersuchen: Warum ist das Schiff vom Kurs abgekommen? 
86,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/SG-Flensburg-Handewitt-entlaesst-Trainer,handball3632.html",SG Flensburg-Handewitt entlässt Trainer,  Die SG Flensburg-Handewitt hat ihren Trainer entlassen. Die SG Flensburg-Handewitt ist ein Handball-Verein aus Schleswig-Holstein. Und die SG Flensburg-Handewitt spielt in der Handball-Bundesliga. SG ist die Abkürzung für Sport·gemeinschaft. Der Trainer war Maik Machulla. Die Chefs von der SG Flensburg-Handewitt haben gesagt: Wir haben mit Maik Machulla zuletzt zu viele Spiele verloren. Wir haben in den vergangenen 2 Wochen 3 wichtige Spiele verloren. Wir müssen wieder besser spielen. Deshalb glauben wir: Wir brauchen einen Neuanfang. Und deshalb brauchen wir einen neuen Trainer.  Maik Machulla war seit 2017 der Trainer von der SG Flensburg-Handewitt. Und mit Maik Machulla war die SG Flensburg-Handewitt 2 Mal Deutscher Meister. Das heißt: Die SG Flensburg-Handewitt war 2 Mal die beste Mannschaft in der Handball-Bundesliga. Auch in dieser Saison war die Flensburger lange Zeit sehr gut. Die Flensburger haben fast alle Spiele gewonnen. Aber dann haben sie 3 Spiele verloren. Diese 3 Spiele waren sehr wichtig. Jetzt können sie in dieser Saison wahrscheinlich nicht mehr Meister werden. Die Chefs haben gesagt: Maik Machulla hat eine sehr gute Arbeit gemacht. Und wir sind Maik Machulla sehr dankbar für diese Arbeit. Aber jetzt brauchen wir einen Neuanfang.  Neuer Trainer Der neue Trainer von der SG Flensburg-Handewitt ist Mark Bult. Mark Bult war vorher der Co-Trainer von Maik Machulla. Ein Co-Trainer hilft dem Trainer. Die Chefs haben gesagt: Wir wissen noch nicht: Bleibt Mark Bult auch in der nächsten Saison unser Trainer? Wir überprüfen jetzt: Ist Mark Bult ein guter Trainer für unseren Verein? Und spielt unser Verein dann wieder besser? Dann darf Mark Bult der Trainer bleiben. 
87,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Nachrichten-in-Leichter-Sprache,nachrichtenleichtesprache100.html",Nachrichten in Leichter Sprache,  Fach·leute haben einen besonderen Auto·frachter sicher in einen Hafen gebracht. Auf diesem Frachter war ein Feuer. Jetzt untersuchen Fach·leute den Frachter. mehr Seit einigen Tagen ist ein besonderer Frachter auf der Nordsee. Auf diesem Frachter war ein Feuer. Lange war nicht klar: Sinkt der Frachter? Jetzt holen Fach·leute den Frachter aus der Nordsee. mehr In Wacken hat heute ein großes Musik·festival begonnen. Aber in den vergangenen Tagen hat es viel geregnet. Jetzt hat der Veranstalter gesagt: Kein Mensch darf mehr nach Wacken kommen. mehr In Wacken beginnt am Mittwoch ein großes Musik·festival. Viele Menschen sind am Montag und am Dienstag schon angereist. Aber die Camping·plätze sind sehr nass von dem Regen. Deshalb können die Menschen nicht auf die Camping·plätze fahren. mehr Alexander Zverev hat ein wichtiges Tennis·turnier gewonnen. Dieses Tennis·turnier war in Hamburg. mehr In Kiel war heute eine besondere Trauer·feier. Die Trauer·feier war für Heide Simonis. Sie war früher die Minister·präsidentin von Schleswig-Holstein. Und sie ist vor 2 Wochen gestorben. mehr Hier finden Sie alle Nachrichten in Leichter Sprache. Diese Nachrichten sind aus den vergangenen Wochen. mehr Hier finden Sie alle Nachrichten zum Corona-Virus. Diese Nachrichten sind in Leichter Sprache. Und diese Nachrichten sind aus den vergangenen Monaten. mehr Wegen der Corona-Krise benutzen die Menschen viele besondere Wörter. Zum Beispiel: Ausgangs·sperre. Covid-19. Oder Pandemie. Hier erklären wir diese Wörter. mehr Leichte Sprache hat besondere Regeln. Wir wollen Ihnen diese Regeln erklären. mehr Sie verstehen ein Wort nicht? Hier haben wir viele Wörter in Leichter Sprache erklärt. mehr Bis Ende 2017 hat der NDR jede Woche einen Nachrichten·rückblick in Leichter Sprache gemacht. mehr Der NDR macht Nachrichten in Leichter Sprache. Diese Nachrichten sind aus Nord·deutschland. Hier können Sie diese Nachrichten lesen. Und hören. mehr Barrierefreie Angebote ermöglichen Menschen mit Behinderung die Teilhabe am audiovisuellen Angebot des NDR. mehr
88,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Hamburg-Streik-am-Flughafen,streik2720.html",Hamburg: Streik am Flughafen,  Am Flughafen in Hamburg ist ein Streik. Bei einem Streik arbeiten Menschen nicht. Diese Menschen sind zum Beispiel mit ihrer Arbeit nicht zufrieden. Sie wollen zum Beispiel mehr Geld verdienen. Dieser Streik ist von 300 Mitarbeitern. Diese Mitarbeiter kontrollieren zum Beispiel die Tickets von den Flug·gästen.  Eine Gewerkschaft hilft den Mitarbeitern bei dem Streik. Diese Gewerkschaft ist ver.di. Ver.di ist die Abkürzung für Vereinigte Dienst·leistungs·gewerkschaft. Ver.di hat gesagt: Die Mitarbeiter machen eine wichtige Arbeit. Aber sie verdienen nicht genug Geld. Deshalb fordern wir mehr Geld für die Mitarbeiter. Aber die Firma von den Mitarbeitern will dieses Geld nicht bezahlen. Deshalb streiken die Mitarbeiter. Ver.di hat auch gesagt: Wir haben den Streik erst am Sonntag·abend angekündigt. Die Firma von den Mitarbeitern sollte sich nämlich nicht auf den Streik vorbereiten. Sie sollte zum Beispiel keine Mitarbeiter aus anderen Städten nach Hamburg holen. Dann wäre der Streik nämlich nicht sehr wirksam. Der Streik ist den ganzen Tag. Deshalb fallen am Montag viele Flüge aus. Bis zum Mittag sind schon 50 Flüge ausgefallen.  Einigung im öffentlichen Dienst In den vergangenen Wochen waren sehr viele Streiks in Nord·deutschland. Viele von diesen Streiks waren von Mitarbeitern im öffentlichen Dienst. Öffentlicher Dienst heißt: Die Mitarbeiter arbeiten zum Beispiel für eine Stadt. Oder für eine Gemeinde. Auch diesen Mitarbeitern hat die Gewerkschaft ver.di bei den Streiks geholfen. Ver.di hat gesagt: Die Mitarbeiter haben nicht genug Geld verdient. Deshalb haben wir gefordert: Die Mitarbeiter sollen mindestens 500 Euro im Monat mehr verdienen. Und deshalb haben wir oft mit den Arbeit·gebern gesprochen. Aber die Arbeit·geber haben lange gesagt: Wir können nicht so viel Geld bezahlen. Deshalb waren immer mehr Streiks. Jetzt haben wir uns aber mit den Arbeit·gebern geeinigt. Und jetzt verdienen die Mitarbeiter mehr Geld. Deshalb sind jetzt keine Streiks mehr. Die Mitarbeiter bekommen jetzt zum Beispiel mindestens 340 Euro mehr im Monat. Und sie bekommen 3000 Euro. Diese 3000 Euro bekommen sie einmal. Und diese 3000 Euro bekommen sie zusätzlich zum Gehalt. 
89,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Grosser-Streik-Viele-Zuege-fahren-nicht,streik2714.html",Großer Streik: Viele Züge fahren nicht,  Viele Reisende hatten heute ein großes Problem. Heute war nämlich ein großer Streik in Deutschland. Bei einem Streik arbeiten Menschen nicht. Diese Menschen sind zum Beispiel mit ihrer Arbeit nicht zufrieden. Sie wollen zum Beispiel mehr Geld verdienen. Dieser Streik war von Mitarbeitern von der Deutschen Bahn. Die Deutsche Bahn ist eine große Firma. Die Deutsche Bahn hat die meisten Züge in Deutschland. Deshalb sind am Freitag·vormittag fast keine Züge gefahren.  Eine Gewerkschaft hilft den Mitarbeitern bei dem Streik. Die Gewerkschaft ist die EVG. EVG ist die Abkürzung für Eisenbahn- und Verkehrs·gewerkschaft. Die EVG hat gesagt: 23.500 Mitarbeiter haben bei dem Streik mitgemacht. Das ist ein sehr gutes Ergebnis. Der Streik ist sehr wichtig. Die Mitarbeiter bei der Deutschen Bahn verdienen nämlich nicht genug Geld. Deshalb fordern wir mindestens 650 Euro mehr im Monat für die Mitarbeiter.  Sehr viele Züge fallen aus Der Streik hat am frühen Freitag·morgen begonnen. Und der Streik war am Freitag·mittag zu Ende. In dieser Zeit sind keine Fern·züge gefahren. Fern·züge fahren über große Entfernungen. Dabei fahren Fern·züge durch verschiedene Bundes·länder. Auch viele Regional·züge sind ausgefallen. Regional·züge fahren nur in bestimmten Regionen. Und Regional·züge halten zum Beispiel auch in kleinen Orten. Und S-Bahnen sind auch ausgefallen. Die Deutsche Bahn hat gesagt: Der Streik bringt viele Dinge durcheinander. Deshalb sind nach dem Streik vielleicht noch Züge verspätet. Oder vielleicht fallen auch Züge aus.  Streik auch an Flughäfen Auch an mehreren Flughäfen in Deutschland ist heute ein Streik. Zum Beispiel in Hamburg. Der Streik hat am Mittwoch·abend angefangen. Und der Streik endet am Freitag·abend. In dieser Zeit startet am Hamburger Flughafen kein Flugzeug. Und nur wenige Flugzeuge landen. 
90,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Besonderes-Fussballspiel-in-Hamburg,derby2708.html",Besonderes Fußball·spiel in Hamburg,  In Hamburg ist am Freitag ein besonderes Fußball·spiel. Das Spiel ist in der 2. Fußball-Bundes·liga. Und das Spiel ist ein Derby. Bei einem Derby spielen 2 Mannschaften aus der gleichen Stadt gegeneinander. Oder aus der gleichen Region. Bei diesem Derby spielen 2 Mannschaften aus Hamburg gegeneinander. Diese 2 Mannschaften sind: • Der HSV. HSV ist die Abkürzung für Hamburger Sport-Verein. • Und der FC St. Pauli. FC ist die Abkürzung für Fußball-Club. St. Pauli ist ein Stadtteil von Hamburg. Beide Mannschaften können noch in die 1. Bundes·liga aufsteigen. Deshalb ist dieses Spiel sehr wichtig. Das Spiel ist um 18.30 Uhr. Und das Spiel ist im Volkspark·stadion. Das Volkspark·stadion ist das Stadion vom HSV. Und das Spiel ist ausverkauft. Das heißt: Alle 57.000 Eintritts·karten für das Spiel sind verkauft.  Großer Einsatz der Polizei Bei dem Spiel werden sehr viele Polizisten sein. Diese Polizisten kommen nicht nur aus Hamburg. Die Bundes·polizei unterstützt die Polizei aus Hamburg. Und die Polizei aus anderen Bundesländern unterstützt die Polizei aus Hamburg. Fach·leute von der Polizei haben nämlich gesagt: Einige Fans vom HSV mögen den FC St. Pauli nicht. Und einige Fans vom FC St. Pauli mögen den HSV nicht. Deshalb gibt es vielleicht Streit vor oder nach dem Spiel. Und es gibt vielleicht Gewalt im Stadion. Und deshalb müssen wir besonders gut aufpassen. Wir müssen die Fans vom HSV und die Fans vom FC St. Pauli trennen. Die Fans vom HSV und die Fans vom FC St. Pauli dürfen sich nicht treffen. 
91,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Streik-in-Hamburg-Fluege-fallen-aus,streik2702.html",Streik in Hamburg: Flüge fallen aus,  Am Donnerstag und Freitag ist in Hamburg ein Streik. Bei einem Streik arbeiten Menschen nicht. Diese Menschen sind zum Beispiel mit ihrer Arbeit nicht zufrieden. Sie wollen zum Beispiel mehr Geld verdienen. Dieser Streik ist am Flughafen. Und dieser Streik ist von Mitarbeitern von der Luft·sicherheit. Mitarbeiter von der Luft·sicherheit machen das Fliegen sicher. Sie kontrollieren zum Beispiel die Flug·gäste. Und sie prüfen: Hat ein Flug·gast verbotene Dinge im Gepäck? Zum Beispiel eine Waffe? Eine Gewerkschaft hilft den Mitarbeitern bei dem Streik. Diese Gewerkschaft ist ver.di. Ver.di ist die Abkürzung für Vereinigte Dienst·leistungs·gewerkschaft. Ver.di hat gesagt: Die Mitarbeiter machen eine wichtige Arbeit. Und sie arbeiten auch nachts. Und am Wochen·ende. Aber der Arbeitgeber will den Mitarbeitern nicht genug Geld bezahlen. Deshalb streiken die Mitarbeiter. Der Streik beginnt am Mittwoch·abend um 22 Uhr. Und er endet am Freitag·abend um 23 Uhr. In dieser Zeit kann am Hamburger Flughafen kein Flugzeug starten. Und weniger Flugzeuge können landen.  Streik auch bei der Bahn Am Freitag ist ein weiterer Streik. Dieser Streik ist in ganz Deutschland. Und dieser Streik ist von Mitarbeitern von der Deutschen Bahn. Die Deutsche Bahn ist eine große Firma. Die Deutsche Bahn hat die meisten Züge in Deutschland. Eine Gewerkschaft hilft den Mitarbeitern bei dem Streik. Diese Gewerkschaft ist die EVG. EVG ist die Abkürzung für Eisenbahn- und Verkehrs·gewerkschaft. Die EVG hat gesagt: Die Mitarbeiter bei der Deutschen Bahn verdienen nicht genug Geld. Deshalb fordern wir mindestens 650 Euro mehr im Monat für die Mitarbeiter. Aber die Deutsche Bahn möchte dieses Geld nicht bezahlen. Deshalb streiken die Mitarbeiter. Der Streik ist am Freitag·vormittag. Deshalb fahren von 3 Uhr bis 13 Uhr keine Fern·züge. Fern·züge fahren über große Entfernungen. Dabei fahren Fern·züge durch verschiedene Bundes·länder. Auch viele Regional·züge fallen aus. Regional·züge fahren nur in bestimmten Regionen. Und Regional·züge halten zum Beispiel auch in kleinen Orten. Und S-Bahnen. 
92,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Verschmutztes-Flusswasser-nach-grossem-Feuer-,brand8914.html",Verschmutztes Fluss·wasser nach großem Feuer,  In Hamburg war über Ostern ein großes Feuer. Es war das größte Feuer in Hamburg seit 10 Jahren. Das Feuer war in Rothenburgsort. Rothenburgsort ist ein Stadt·teil östlich von der Innen·stadt. Und Rothenburgsort ist in der Nähe vom Hafen. Das Feuer ist am Oster·sonntag ausgebrochen. Und es war zuerst auf dem Gelände von einem großen Auto·hof. Dann hat sich das Feuer schnell ausgebreitet. Das Feuer hat einen sehr großen Schaden gemacht.  Folgen von dem Feuer Das Feuer war sehr groß. Und das Feuer war mehrere Tage. Deshalb hat die Feuer·wehr sehr viel Wasser zum Löschen gebraucht. Dieses Lösch·wasser ist in einen Fluss gelaufen. Der Fluss heißt Bille. Die Bille fließt durch Rothenburgsort. Bei dem Feuer haben viele Lager·hallen gebrannt. In diesen Lager·hallen waren giftige Stoffe. Und diese Stoffe sind mit dem Lösch·wasser in die Bille gelaufen.  Verschmutztes Wasser Fach·leute haben das Wasser aus der Bille getestet. Aber die Fach·leute wissen noch nicht genau: Wie stark ist das Wasser aus der Bille verschmutzt? Deshalb haben die Fach·leute gesagt: Das Wasser aus der Bille ist vielleicht gefährlich. Deshalb sollen Menschen mit dem Wasser nicht ihren Garten bewässern. Sie sollen nicht in der Bille angeln. Und sie sollen nicht in der Bille baden. Auch für Hunde ist das Wasser vielleicht gefährlich. Deshalb sollen Hunde nicht in der Bille baden. Und sie sollen auch kein Wasser aus der Bille trinken.  Sie möchten mehr Informationen zu dem großen Feuer in Hamburg? Dann klicken Sie hier. 
93,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Nachrichten-in-Leichter-Sprache,nachrichtenleichtesprache100.html",Nachrichten in Leichter Sprache,  Fach·leute haben einen besonderen Auto·frachter sicher in einen Hafen gebracht. Auf diesem Frachter war ein Feuer. Jetzt untersuchen Fach·leute den Frachter. mehr Seit einigen Tagen ist ein besonderer Frachter auf der Nordsee. Auf diesem Frachter war ein Feuer. Lange war nicht klar: Sinkt der Frachter? Jetzt holen Fach·leute den Frachter aus der Nordsee. mehr In Wacken hat heute ein großes Musik·festival begonnen. Aber in den vergangenen Tagen hat es viel geregnet. Jetzt hat der Veranstalter gesagt: Kein Mensch darf mehr nach Wacken kommen. mehr In Wacken beginnt am Mittwoch ein großes Musik·festival. Viele Menschen sind am Montag und am Dienstag schon angereist. Aber die Camping·plätze sind sehr nass von dem Regen. Deshalb können die Menschen nicht auf die Camping·plätze fahren. mehr Alexander Zverev hat ein wichtiges Tennis·turnier gewonnen. Dieses Tennis·turnier war in Hamburg. mehr In Kiel war heute eine besondere Trauer·feier. Die Trauer·feier war für Heide Simonis. Sie war früher die Minister·präsidentin von Schleswig-Holstein. Und sie ist vor 2 Wochen gestorben. mehr Hier finden Sie alle Nachrichten in Leichter Sprache. Diese Nachrichten sind aus den vergangenen Wochen. mehr Hier finden Sie alle Nachrichten zum Corona-Virus. Diese Nachrichten sind in Leichter Sprache. Und diese Nachrichten sind aus den vergangenen Monaten. mehr Wegen der Corona-Krise benutzen die Menschen viele besondere Wörter. Zum Beispiel: Ausgangs·sperre. Covid-19. Oder Pandemie. Hier erklären wir diese Wörter. mehr Leichte Sprache hat besondere Regeln. Wir wollen Ihnen diese Regeln erklären. mehr Sie verstehen ein Wort nicht? Hier haben wir viele Wörter in Leichter Sprache erklärt. mehr Bis Ende 2017 hat der NDR jede Woche einen Nachrichten·rückblick in Leichter Sprache gemacht. mehr Der NDR macht Nachrichten in Leichter Sprache. Diese Nachrichten sind aus Nord·deutschland. Hier können Sie diese Nachrichten lesen. Und hören. mehr Barrierefreie Angebote ermöglichen Menschen mit Behinderung die Teilhabe am audiovisuellen Angebot des NDR. mehr
