,URL,Titel,Text_Leicht
767,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Behoerden-genehmigen-Impfstoff-gegen-Corona-Virus,impfstoff266.html",Behörden genehmigen Impf·stoff gegen Corona-Virus,     Viele Menschen haben auf einen Impf·stoff gegen das Corona-Virus gewartet. Ein Impf·stoff ist ein besonderes Medikament. Und ein Impf·stoff ist gegen eine bestimmte Krankheit. Zum Beispiel gegen Masern. Bekommt ein Mensch einen Impf·stoff? Dann bekommt dieser Mensch diese Krankheit wahrscheinlich nicht. Auch in der Europäischen Union. Die Europäische Union ist eine Gruppe von 27 Ländern. Jetzt haben die Behörden in der Europäischen Union einen Impf·stoff erlaubt. Dieser Impf·stoff ist von 2 Firmen: • Biontech. Biontech ist eine Firma aus Deutschland. • Und Pfizer. Pfizer ist eine Firma aus den USA.  Erste Impfungen am Sonntag Der Gesundheits·minister von Deutschland ist Jens Spahn. Ein Minister gehört zur Regierung. Ein Gesundheits·minister kümmert sich zum Beispiel um Kranken·häuser. Und um Ärzte. Jens Spahn hat gesagt: Endlich gibt es einen Impf·stoff gegen das Corona-Virus. Das ist sehr gut. Jetzt können wir nämlich die Menschen impfen. Wir wollen am Sonntag mit den Impfungen anfangen. Zuerst impfen wir die Menschen in Pflege·heimen.  Die Ärzte können nicht sofort alle Menschen impfen. Deshalb hat die Regierung entschieden: Wir wollen bestimmte Menschen zuerst impfen. Und die Regierung hat eine Reihenfolge für die Impfungen gemacht. Einen Text zu dieser Reihenfolge finden Sie hier. 
768,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Fast-20000-neue-Corona-Faelle,zahlen198.html",Fast 20.000 neue Corona-Fälle,     In Deutschland gibt es immer noch sehr viele neue Corona-Fälle. Jetzt haben sich an einem Tag fast 20.000 Menschen mit dem Corona-Virus angesteckt. Das Robert Koch-Institut zählt die Corona-Fälle in Deutschland. Das Robert Koch-Institut ist eine Behörde. Das Robert Koch-Institut erforscht Krankheiten. Das Robert Koch-Institut will zum Beispiel wissen: Wie viele Menschen haben eine bestimmte Krankheit? Das Robert Koch-Institut hat am Dienstag gesagt: Deutschland hat 19.528 neue Corona-Fälle. Und an einem Tag sind 731 Menschen am Corona-Virus gestorben. Insgesamt sind jetzt mehr als 27.000 Menschen am Corona-Virus gestorben. Am schlimmsten ist die Corona-Krise in Sachsen. Und in Thüringen.  Der Chef vom Robert Koch-Institut ist Lothar Wieler. Lothar Wieler hat gesagt: Die Corona-Krise ist immer noch sehr schlimm. Deshalb müssen alle Menschen vorsichtig sein. Auch an Weihnachten. Die Menschen müssen die Corona-Regeln beachten. Die Menschen sollen möglichst wenige andere Menschen treffen. Und die Menschen sollen nicht verreisen. 
769,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Neue-Art-vom-Corona-Virus,corona6002.html",Neue Art vom Corona-Virus,     Forscher haben eine neue Art vom Corona-Virus gefunden. Dieses neue Corona-Virus haben vor allem Menschen in Groß·britannien. Deshalb dürfen Flugzeuge aus Groß·britannien jetzt nicht mehr in Deutschland landen. Das neue Corona-Virus soll nämlich nicht nach Deutschland kommen.  Das neue Corona-Virus ist ähnlich wie das alte Corona-Virus. Es macht genauso krank. Aber das neue Corona-Virus ist viel ansteckender. Das heißt: Die Menschen können sich leichter anstecken. Deshalb soll das neue Corona-Virus nicht nach Deutschland kommen. Und deshalb hat die deutsche Regierung gesagt: Wir verbieten Flüge aus Groß·britannien.  Auch andere Länder haben Flüge aus Groß·britannien verboten. Zum Beispiel: • Frankreich. • Österreich. • Und die Niederlande.  Impf·stoff soll schützen Bald gibt es einen Impf·stoff gegen das Corona-Virus. Ein Impf·stoff ist ein besonderes Medikament. Und ein Impf·stoff ist gegen eine bestimmte Krankheit. Zum Beispiel gegen Masern. Bekommt ein Mensch einen Impf·stoff? Dann bekommt dieser Mensch diese Krankheit wahrscheinlich nicht. Dieser Impf·stoff schützt gegen das alte Corona-Virus. Jetzt wollen viele Menschen wissen: Schützt dieser Impf·stoff auch gegen das neue Corona-Virus? Forscher haben gesagt: Wir kennen das neue Corona-Virus noch nicht sehr gut. Aber wahrscheinlich schützt der Impf·stoff auch gegen das neue Corona-Virus. 
770,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Regierung-bestimmt-Reihenfolge-fuer-Impfungen,impfreihenfolge100.html",Regierung bestimmt Reihenfolge für Impfungen,     Bald gibt es einen Impf·stoff gegen das Corona-Virus. Ein Impf·stoff ist ein besonderes Medikament. Und ein Impf·stoff ist gegen eine bestimmte Krankheit. Zum Beispiel gegen Masern. Bekommt ein Mensch einen Impf·stoff? Dann bekommt dieser Mensch diese Krankheit wahrscheinlich nicht. Der Gesundheits·minister von Deutschland ist Jens Spahn. Ein Minister gehört zur Regierung. Ein Gesundheits·minister kümmert sich zum Beispiel um Kranken·häuser. Und um Ärzte. Jens Spahn hat gesagt: Wahrscheinlich erlauben die Behörden am 23. Dezember einen Impf·stoff. Und wir können am 27. Dezember die ersten Menschen impfen. Aber wir können nicht sofort alle Menschen impfen. Deshalb müssen wir entscheiden: Diese Menschen wollen wir zuerst impfen.  Jetzt hat Jens Spahn eine Reihenfolge für die Impfungen bestimmt. Jens Spahn hat gesagt: Wir impfen zuerst 3 Gruppen von Menschen. Für diese Menschen ist die Impfung besonders wichtig. Für diese Menschen ist zum Beispiel das Corona-Virus besonders gefährlich. Alle Impfungen sind freiwillig.  In der 1. Gruppe sind alte Menschen über 80 Jahre. Und Mitarbeiter in Pflege·heimen. Diese Mitarbeiter können nämlich die alten Menschen anstecken. Jens Spahn hat gesagt: Die Impfungen für die 1. Gruppe dauern mindestens einen Monat. Dann impfen wir die Menschen aus der 2. Gruppe.  In der 2. Gruppe sind zum Beispiel Menschen über 70 Jahre. Schwangere Frauen. Und Menschen mit bestimmten schweren Krankheiten.  In der 3. Gruppe sind zum Beispiel Menschen mit anderen schweren Krankheiten. Menschen über 60 Jahre. Und Menschen mit wichtigen Berufen. Zum Beispiel: • Lehrer. • Polizisten. • Und Mitarbeiter von Lebensmittel·geschäften.  Sind die Menschen von diesen 3 Gruppen geimpft? Dann können auch alle anderen Menschen eine Impfung bekommen. 
771,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Franzoesischer-Praesident-hat-Corona-Virus,macron170.html",Französischer Präsident hat Corona-Virus,     Der Präsident von Frankreich hat das Corona-Virus. Der Präsident ist der wichtigste Politiker in Frankreich. Der Präsident von Frankreich ist Emmanuel Macron. Die französische Regierung hat gesagt: Emmanuel Macron hat sich krank gefühlt. Deshalb hat Emmanuel Macron einen Corona-Test gemacht. Dieser Test hat gezeigt: Emmanuel Macron hat das Corona-Virus. Jetzt muss Emmanuel Macron für 7 Tage in Quarantäne. Das heißt: Emmanuel Macron darf 7 Tage lang keine anderen Menschen treffen. Aber Emmanuel Macron kann weiter arbeiten. Emmanuel Macron arbeitet jetzt zu Hause.  Auch andere Politiker in Quarantäne Emmanuel Macron hat in dieser Woche schon einige andere Menschen getroffen. Und diese Menschen haben sich vielleicht angesteckt. Deshalb sind jetzt einige von diesen Menschen auch in Quarantäne. Zum Beispiel der französische Premier·minister Jean Castex. Der Premier·minister ist der Regierungs·chef in Frankreich. Und der spanische Minister·präsident Pedro Sanchez. Der Minister·präsident ist der Regierungs·chef in Spanien.  Auch andere wichtige Politiker hatten schon das Corona-Virus. Zum Beispiel Donald Trump. Donald Trump ist der Präsident von den USA. Und Jair Bolsonaro. Jair Bolsonaro ist der Präsident von Brasilien. 
772,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/60-Corona-Faelle-bei-Amazon,amazon452.html",60 Corona-Fälle bei Amazon,     In Garbsen haben sich 60 Menschen mit dem Corona-Virus angesteckt. Garbsen ist ein Ort in Niedersachsen. Und Garbsen ist in der Nähe von Hannover. Diese Menschen arbeiten bei Amazon. Amazon ist eine große Firma. Amazon verkauft viele Dinge im Internet. Diese Dinge verschickt Amazon an die Menschen. Amazon hat gesagt: In Garbsen arbeiten im Moment 900 Menschen für uns. 60 von diesen Menschen haben sich jetzt angesteckt. Wir wissen noch nicht: Wie haben sich die 60 Menschen angesteckt? Die Behörden haben gesagt: Wir schützen unsere Mitarbeiter gut vor dem Corona-Virus.  Amazon hat auch gesagt: Viele Geschäfte sind im Moment geschlossen. Deshalb bestellen viele Menschen Dinge bei uns. Zum Beispiel Weihnachts·geschenke. Jetzt haben viele Mitarbeiter bei uns das Corona-Virus. Aber wir versprechen: Die bestellten Dinge kommen schnell bei den Menschen an. 
773,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Nachrichten-in-Leichter-Sprache,nachrichtenleichtesprache100.html",Nachrichten in Leichter Sprache,  Fach·leute haben einen besonderen Auto·frachter sicher in einen Hafen gebracht. Auf diesem Frachter war ein Feuer. Jetzt untersuchen Fach·leute den Frachter. mehr Seit einigen Tagen ist ein besonderer Frachter auf der Nordsee. Auf diesem Frachter war ein Feuer. Lange war nicht klar: Sinkt der Frachter? Jetzt holen Fach·leute den Frachter aus der Nordsee. mehr In Wacken hat heute ein großes Musik·festival begonnen. Aber in den vergangenen Tagen hat es viel geregnet. Jetzt hat der Veranstalter gesagt: Kein Mensch darf mehr nach Wacken kommen. mehr In Wacken beginnt am Mittwoch ein großes Musik·festival. Viele Menschen sind am Montag und am Dienstag schon angereist. Aber die Camping·plätze sind sehr nass von dem Regen. Deshalb können die Menschen nicht auf die Camping·plätze fahren. mehr Alexander Zverev hat ein wichtiges Tennis·turnier gewonnen. Dieses Tennis·turnier war in Hamburg. mehr In Kiel war heute eine besondere Trauer·feier. Die Trauer·feier war für Heide Simonis. Sie war früher die Minister·präsidentin von Schleswig-Holstein. Und sie ist vor 2 Wochen gestorben. mehr Hier finden Sie alle Nachrichten in Leichter Sprache. Diese Nachrichten sind aus den vergangenen Wochen. mehr Hier finden Sie alle Nachrichten zum Corona-Virus. Diese Nachrichten sind in Leichter Sprache. Und diese Nachrichten sind aus den vergangenen Monaten. mehr Wegen der Corona-Krise benutzen die Menschen viele besondere Wörter. Zum Beispiel: Ausgangs·sperre. Covid-19. Oder Pandemie. Hier erklären wir diese Wörter. mehr Leichte Sprache hat besondere Regeln. Wir wollen Ihnen diese Regeln erklären. mehr Sie verstehen ein Wort nicht? Hier haben wir viele Wörter in Leichter Sprache erklärt. mehr Bis Ende 2017 hat der NDR jede Woche einen Nachrichten·rückblick in Leichter Sprache gemacht. mehr Der NDR macht Nachrichten in Leichter Sprache. Diese Nachrichten sind aus Nord·deutschland. Hier können Sie diese Nachrichten lesen. Und hören. mehr Barrierefreie Angebote ermöglichen Menschen mit Behinderung die Teilhabe am audiovisuellen Angebot des NDR. mehr
774,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Besondere-Schutzmasken-fuer-alte-Menschen,schutzmasken202.html",Besondere Schutz·masken für alte Menschen,     Seit Dienstag macht die Regierung eine besondere Aktion für bestimmte Menschen. Diese Menschen sind mindestens 60 Jahre alt. Oder diese Menschen haben bestimmte Krankheiten. Diesen Menschen schenkt die Regierung besondere Schutz·masken. Diese Masken schützen besonders gut gegen das Corona-Virus. Und diese Masken heißen FFP2-Masken.  FFP2-Masken Trägt ein Mensch eine normale Maske? Dann kann dieser Mensch andere Menschen nicht so leicht anstecken. Aber dieser Mensch kann sich selbst leicht anstecken. Trägt ein Mensch eine FFP2-Maske? Dann kann dieser Mensch andere Menschen nicht so leicht anstecken. Und dieser Mensch kann sich selbst nicht so leicht anstecken. Deshalb sind FFP2-Masken besser als normale Schutz·masken.  Jeder Mensch bekommt 3 Masken Die Regierung hat gesagt: Das Corona-Virus ist besonders schlimm für alte Menschen. Und für kranke Menschen. Deshalb müssen wir diese Menschen besonders schützen. Und deshalb schenken wir diesen Menschen die FFP2-Masken.  Die Regierung hat auch gesagt: Will ein Mensch eine FFP2-Maske haben? Dann muss dieser Mensch in eine Apotheke gehen. Dort kann dieser Mensch 3 FFP2-Masken bekommen. Die 3 FFP2-Masken kosten kein Geld. Aber der Mensch muss beweisen: Ich bin mindestens 60 Jahre alt. Oder ich habe eine bestimmte Krankheit.  Die Apotheken haben gesagt: Viele Menschen können jetzt kosten·lose Masken bekommen. Deshalb gehen jetzt viele Menschen in die Apotheken. Und in den Apotheken ist es sehr voll. Deshalb bitten wir die Menschen: Holen Sie die Masken nicht sofort. Warten Sie ein paar Tage. Dann sind weniger Menschen in den Apotheken. Sie können die kosten·losen Masken bis zum 2. Januar abholen. 
775,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Impfstoff-gegen-Corona-Virus-kommt-bald,impfung272.html",Impf·stoff gegen Corona-Virus kommt bald,     Viele Menschen warten auf einen Impf·stoff gegen das Corona-Virus. Ein Impf·stoff ist ein besonderes Medikament. Und ein Impf·stoff ist gegen eine bestimmte Krankheit. Zum Beispiel gegen Masern. Bekommt ein Mensch einen Impf·stoff? Dann bekommt dieser Mensch diese Krankheit wahrscheinlich nicht. Der Gesundheits·minister von Deutschland ist Jens Spahn. Ein Minister gehört zur Regierung. Ein Gesundheits·minister kümmert sich zum Beispiel um Krankenhäuser. Und um Ärzte. Jens Spahn hat jetzt gesagt: Vielleicht erlauben die Behörden schon am 23. Dezember einen Impf·stoff. Diese Erlaubnis ist für die ganze Europäische Union. Die Europäische Union ist eine Gruppe von 27 Ländern. Ich glaube: Wir können noch in diesem Jahr die ersten Menschen impfen.  400 Impf·zentren Jens Spahn hat auch gesagt: Die Impfungen können wir erst mal nur an bestimmten Orten machen. Diese Orte sind Impf·zentren. Die Impf·zentren sind überall in Deutschland. Zum Beispiel in großen Hallen. Seit Dienstag sind alle Impf·zentren fertig. In Deutschland gibt es jetzt 400 Impf·zentren. Jetzt warten wir nur noch auf einen Impf·stoff. Dann können wir mit den Impfungen anfangen. 
776,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Strengere-Corona-Regeln,lockdown162.html",Strengere Corona-Regeln,     In Deutschland stecken sich immer noch sehr viele Menschen mit dem Corona-Virus an. Deshalb haben am Sonntag wichtige Politiker miteinander gesprochen: • Die Bundes·kanzlerin Angela Merkel. Die Bundes·kanzlerin ist die Chefin von der deutschen Regierung. • Und alle Minister·präsidenten. Ein Minister·präsident ist der Regierungs·chef von einem Bundes·land. Diese Politiker haben entschieden: Bald gelten neue Corona-Regeln. Es sollen sich nämlich weniger Menschen anstecken. Die Regeln gelten ab Mittwoch. Und die Regeln gelten mindestens bis zum 10. Januar.  Diese Regeln gelten ab Mittwoch:  Möglichst wenige Kontakte Die Menschen sollen möglichst wenige andere Menschen treffen. Die Politiker haben gesagt: Es dürfen sich höchstens 5 Menschen treffen. Und diese Menschen dürfen höchstens in 2 Wohnungen leben. Diese Regel gilt nicht für Kinder unter 14 Jahren. An Weihnachten gilt eine Ausnahme von dieser Regel. Vom 24. bis zum 26. Dezember dürfen sich mehr Menschen treffen. Aber diese Menschen müssen zu einer Familie gehören.  Viele Geschäfte müssen schließen Ab Mittwoch müssen viele Geschäfte schließen. Es dürfen nur noch wichtige Geschäfte öffnen. Zum Beispiel: • Lebensmittel·geschäfte. • Drogerien. • Apotheken. • Und Frisöre.  Die Politiker haben gesagt: Viele Menschen wollen Weihnachts·geschenke kaufen. Aber am Mittwoch schließen viele Geschäfte. Deshalb wollen viele Menschen vorher noch Weihnachts·geschenke kaufen. Aber dann sind die Geschäfte sehr voll. Deshalb bitten wir die Menschen: Bleiben Sie zu Hause!  Viele Schulen schließen Auch Kinder können sich mit dem Corona-Virus anstecken. Zum Beispiel in der Schule. Deshalb haben die Politiker gesagt: Die Schulen sollen schließen. Und die Kitas. Die Kinder sollen möglichst zu Hause lernen.  Einige Bundes·länder haben gesagt: Viele Eltern müssen arbeiten. Und diese Eltern können sich vielleicht nicht um ihre Kinder kümmern. Deshalb bleiben die Schulen geöffnet. Und die Eltern können entscheiden: Soll unser Kind in die Schule gehen? Oder nicht?  Kein Alkohol und kein Feuerwerk Trinken Menschen draußen Alkohol? Dann denken einige von diesen Menschen nicht an die Corona-Regeln. Und die Menschen halten zum Beispiel zu wenig Abstand zu anderen Menschen. Deshalb dürfen die Menschen draußen keinen Alkohol mehr trinken.  Die neuen Corona-Regeln gelten auch an Silvester. Die Politiker haben gesagt: An Silvester treffen sich oft viele Menschen. Aber in diesem Jahr sollen sich möglichst wenige Menschen treffen. Die Menschen dürfen keine großen Feiern machen. Und die Menschen sollen kein Feuerwerk machen. Deshalb verbieten wir den Verkauf von Feuerwerk. 
777,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/NDR-sammelt-viele-Spenden,handinhand2736.html",NDR sammelt viele Spenden,"     Im Dezember war beim NDR war eine besondere Aktion. Diese Aktion heißt Hand in Hand für Nord·deutschland. Diese Aktion macht der NDR jedes Jahr. Und diese Aktion ist eine Spenden·aktion. Das heißt: Bei dieser Aktion sammelt der NDR Geld. Und dieses Geld ist für einen guten Zweck. Bei dieser Spenden·aktion hat der NDR viele Spenden gesammelt. Und viele Menschen haben nämlich Geld gespendet. Die Menschen haben fast 3,5 Millionen Euro gespendet.  Die Corona-Krise ist für einige Menschen besonders schlimm. Diese Menschen haben zum Beispiel sehr wenig Geld. Oder diese Menschen sind besonders einsam. Deshalb hat der NDR Geld für 2 Vereine gesammelt: • Die Diakonie. • Und die Caritas. Diese 2 Vereine helfen auch in der Corona-Krise vielen Menschen.  Prominente sammeln Geld Am Freitag hat der NDR eine besondere Fernseh·sendung gemacht. In dieser Fernseh·sendung waren auch viele Prominente. Prominente sind bekannte Menschen. Diese Menschen sind zum Beispiel oft im Fernsehen. Deshalb kennen viele Zuschauer diese Menschen. Bei der Fernseh·sendung konnten Menschen die Prominenten anrufen. Und die Menschen konnten Geld spenden. Am Ende von der Fernseh·sendung hat der NDR gesagt: Die Menschen haben 3,49 Millionen Euro gespendet. Darüber freuen wir uns sehr.  Auch jetzt können die Menschen noch Geld spenden. Das Geld können die Menschen bis zum 31. Januar spenden. Sie wollen mehr zu der Spenden·aktion wissen? Dann klicken Sie hier. Diese Informationen sind aber nicht in Leichter Sprache. "
778,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Schleswig-Holstein-verschaerft-Corona-Regeln,sh4334.html",Schleswig-Holstein verschärft Corona-Regeln,     In Deutschland gibt es wieder einen Rekord an neuen Corona-Fällen. Jetzt haben sich an einem Tag 29.875 Menschen mit dem Corona-Virus angesteckt. So viele Menschen haben sich noch an einem Tag angesteckt. Und an einem Tag sind 598 Menschen am Corona-Virus gestorben. So viele Menschen sind noch nie an einem Tag am Corona-Virus gestorben. Viele Bundes·länder verschärfen deshalb die Corona-Regeln. Zum Beispiel Schleswig-Holstein.  Der Minister·präsident von Schleswig-Holstein ist Daniel Günther. Ein Minister·präsident ist der Regierungs·chef von einem Bundes·land. Daniel Günther hat am Freitag gesagt: Die Zahl der neuen Corona-Fälle ist viel zu hoch. Deshalb machen wir strengere Corona-Regeln. Ab Montag müssen zum Beispiel alle Schüler ab der 8. Klasse zu Hause bleiben. Aber wir müssen auch andere Corona-Regeln verschärfen. Diese Corona-Regeln müssen für ganz Deutschland gelten. Und diese Corona-Regeln müssen schnell kommen.  Am Sonntag sprechen wichtige Politiker miteinander: • Die Minister·präsidenten von allen Bundes·ländern. • Und Bundes·kanzlerin Angela Merkel. Die Bundes·kanzlerin ist die deutsche Regierungs·chefin. Diese Politiker sprechen über die Corona-Regeln. Und wahrscheinlich verschärfen die Politiker die Corona-Regeln. Einige von diesen Politikern haben schon vor dem Gespräch gesagt: Wir brauchen sehr strenge Corona-Regeln. Zum Beispiel sollen sich weniger Menschen treffen. Und es sollen nur noch wichtige Geschäfte öffnen. Zum Beispiel Lebensmittel·geschäfte. Und Apotheken. 
779,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Rekord-an-neuen-Corona-Faellen,zahlen194.html",Rekord an neuen Corona-Fällen,     In Deutschland gibt es wieder mehr neue Corona-Fälle. Jetzt haben sich an einem Tag fast 23.700 Menschen mit dem Corona-Virus angesteckt. So viele Menschen haben sich noch nie an einem Tag angesteckt.  Das Robert Koch-Institut zählt die Corona-Fälle in Deutschland. Das Robert Koch-Institut ist eine Behörde. Das Robert Koch-Institut erforscht Krankheiten. Das Robert Koch-Institut will zum Beispiel wissen: Wie viele Menschen haben eine bestimmte Krankheit? Das Robert Koch-Institut hat am Donnerstag gesagt: Deutschland hat 23.679 neue Corona-Fälle. Und an einem Tag sind 440 Menschen am Corona-Virus gestorben. Insgesamt sind jetzt mehr als 20.000 Menschen am Corona-Virus gestorben.  Der Chef vom Robert Koch-Institut ist Lothar Wieler. Lothar Wieler hat gesagt: Wir haben immer noch zu viele neue Corona-Fälle. Deshalb müssen wir sehr vorsichtig sein. Die Menschen müssen sich an die Corona-Regeln halten. Und wir brauchen dringend noch strengere Corona-Regeln.  Viele Bundes·länder haben die Corona-Regeln schon verschärft. Aber viele Politiker sagen: In den Bundes·ländern gelten unterschiedliche Corona-Regeln. Aber wir brauchen strengere Corona-Regeln für ganz Deutschland. Deshalb sollen bald alle Minister·präsidenten miteinander sprechen. Ein Minister·präsident ist der Regierungs·chef von einem Bundes·land. Und die Bundes·kanzlerin Angela Merkel. Die Bundes·kanzlerin ist die deutsche Regierungs·chefin. 
780,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Merkel-will-strengere-Corona-Regeln,merkel3232.html",Merkel will strengere Corona-Regeln,     Bundes·kanzlerin Angela Merkel macht sich große Sorgen. Die Bundes·kanzlerin ist die deutsche Regierungs·chefin. Es gibt nämlich immer noch sehr viele Corona-Fälle in Deutschland. Jetzt haben sich an einem Tag 20.815 Menschen mit dem Corona-Virus angesteckt. Und 590 Menschen sind an einem Tag am Corona-Virus gestorben. So viele Menschen sind noch nie an einem Tag am Corona-Virus gestorben.  Angela Merkel hat gesagt: Wir haben strenge Corona-Regeln. Aber wir haben immer noch zu viele neue Corona-Fälle. Deshalb brauchen wir noch strengere Corona-Regeln. Zum Beispiel: Es sollen sich noch weniger Menschen treffen. Und die meisten Geschäfte sollen schließen. Diese Corona-Regeln sollen nach Weihnachten kommen. Und diese Regeln sollen bis zum 10. Januar gelten.  Angela Merkel kann nicht allein über die Corona-Regeln entscheiden. Die Bundes·länder machen nämlich die Corona-Regeln. Einige Bundes·länder haben schon strengere Corona-Regeln gemacht. Sachsen hat zum Beispiel am Dienstag gesagt: In Sachsen müssen ab Montag Schulen und Kitas schließen. Und es dürfen nur noch wichtige Geschäfte öffnen. Zum Beispiel: • Lebensmittel·geschäfte. • Drogerien. • Und Apotheken.  Verkaufs·verbot für Alkohol Auch andere Bundes·länder wollen neue Corona-Regeln machen. Zum Beispiel Hamburg. Und Schleswig-Holstein. Diese Bundes·länder wollen zum Beispiel auch ein Verkaufs·verbot von Alkohol. Diese 2 Bundes·länder sagen: Trinken Menschen draußen Alkohol? Dann denken einige von diesen Menschen nicht an die Corona-Regeln. Und die Menschen halten zum Beispiel zu wenig Abstand zu anderen Menschen. Deshalb sollen die Menschen draußen keinen Alkohol mehr trinken. Und deshalb sollen die Geschäfte keinen Alkohol an diese Menschen verkaufen. 
781,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Corona-Impfung-in-Grossbritannien,impfung268.html",Corona-Impfung in Groß·britannien,     Viele Menschen warten auf einen Impf·stoff gegen das Corona-Virus. Ein Impf·stoff ist ein besonderes Medikament. Und ein Impf·stoff ist gegen eine bestimmte Krankheit. Zum Beispiel gegen Masern. Bekommt ein Mensch einen Impf·stoff? Dann bekommt dieser Mensch diese Krankheit wahrscheinlich nicht. Jetzt hat das erste Land in Europa einen Menschen gegen das Corona-Virus geimpft. Dieses Land ist Groß·britannien. Die erste Corona-Impfung war für eine Frau. Diese Frau ist 90 Jahre alt.  Auch in Deutschland gibt es wahrscheinlich bald einen Impf·stoff. Die deutsche Regierung hat gesagt: Wahrscheinlich erlauben die Behörden einen Impf·stoff im Dezember. Und wir hoffen: Ab Januar können wir die ersten Menschen impfen. Aber wir können nicht sofort alle Menschen impfen. Zuerst gibt es nämlich zu wenig Impf·stoff für alle Menschen. Deshalb müssen wir entschieden: Welche Menschen wollen wir zuerst impfen?  Impfung zuerst für alte Menschen Jetzt haben Fach·leute gesagt: Zuerst sollen nur bestimmte Menschen eine Impfung bekommen. Diese Menschen sind zum Beispiel sehr alt. Oder diese Menschen haben viel Kontakt mit alten Menschen. Zum Beispiel Mitarbeiter in Pflege·heimen. Dann sollen Menschen mit wichtigen Berufen eine Impfung bekommen. Zum Beispiel Ärzte. Und Polizisten. 
782,"https://www.ndr.de/fernsehen/barrierefreie_angebote/leichte_sprache/Nachrichten-in-Leichter-Sprache,nachrichtenleichtesprache100.html",Nachrichten in Leichter Sprache,  Fach·leute haben einen besonderen Auto·frachter sicher in einen Hafen gebracht. Auf diesem Frachter war ein Feuer. Jetzt untersuchen Fach·leute den Frachter. mehr Seit einigen Tagen ist ein besonderer Frachter auf der Nordsee. Auf diesem Frachter war ein Feuer. Lange war nicht klar: Sinkt der Frachter? Jetzt holen Fach·leute den Frachter aus der Nordsee. mehr In Wacken hat heute ein großes Musik·festival begonnen. Aber in den vergangenen Tagen hat es viel geregnet. Jetzt hat der Veranstalter gesagt: Kein Mensch darf mehr nach Wacken kommen. mehr In Wacken beginnt am Mittwoch ein großes Musik·festival. Viele Menschen sind am Montag und am Dienstag schon angereist. Aber die Camping·plätze sind sehr nass von dem Regen. Deshalb können die Menschen nicht auf die Camping·plätze fahren. mehr Alexander Zverev hat ein wichtiges Tennis·turnier gewonnen. Dieses Tennis·turnier war in Hamburg. mehr In Kiel war heute eine besondere Trauer·feier. Die Trauer·feier war für Heide Simonis. Sie war früher die Minister·präsidentin von Schleswig-Holstein. Und sie ist vor 2 Wochen gestorben. mehr Hier finden Sie alle Nachrichten in Leichter Sprache. Diese Nachrichten sind aus den vergangenen Wochen. mehr Hier finden Sie alle Nachrichten zum Corona-Virus. Diese Nachrichten sind in Leichter Sprache. Und diese Nachrichten sind aus den vergangenen Monaten. mehr Wegen der Corona-Krise benutzen die Menschen viele besondere Wörter. Zum Beispiel: Ausgangs·sperre. Covid-19. Oder Pandemie. Hier erklären wir diese Wörter. mehr Leichte Sprache hat besondere Regeln. Wir wollen Ihnen diese Regeln erklären. mehr Sie verstehen ein Wort nicht? Hier haben wir viele Wörter in Leichter Sprache erklärt. mehr Bis Ende 2017 hat der NDR jede Woche einen Nachrichten·rückblick in Leichter Sprache gemacht. mehr Der NDR macht Nachrichten in Leichter Sprache. Diese Nachrichten sind aus Nord·deutschland. Hier können Sie diese Nachrichten lesen. Und hören. mehr Barrierefreie Angebote ermöglichen Menschen mit Behinderung die Teilhabe am audiovisuellen Angebot des NDR. mehr
